"month","site","year","ppt"
"2","0H",1949,17
"2","0L",1949,51
"2","0Q",1949,36
"2","0R",1949,34
"2","0S",1949,35
"2","0T",1949,46
"2","0U",1949,35
"2","0V",1949,42
"2","0W",1949,33
"2","0X",1949,34
"2","0Y",1949,37
"2","0Z",1949,20
"2","BB",1949,27
"2","CC",1949,27
"2","DD",1949,23
"2","EE",1949,21
"2","FF",1949,24
"2","GG",1949,17
"2","HH",1949,19
"2","II",1949,14
"2","JJ",1949,17
"2","KK",1949,25
"2","MM",1949,27
"2","NN",1949,25
"2","QQ",1949,13
"2","RR",1949,30
"2","SS",1949,32
"2","AA",1949,15
"2","XX",1949,12
"2","YY",1949,6
"2","ZZ",1949,14
"2","TT",1949,21
"2","UU",1949,23
"2","VV",1949,22
"2","WW",1949,22
"2","PP",1949,17
"2","0N",1949,24
"2","05",1950,18
"2","06",1950,14
"2","07",1950,14
"2","08",1950,15
"2","09",1950,14
"2","10",1950,14
"2","0A",1950,15
"2","0B",1950,15
"2","0C",1950,21
"2","0D",1950,23
"2","0E",1950,26
"2","0F",1950,14
"2","0G",1950,18
"2","0H",1950,15
"2","0L",1950,33
"2","0Q",1950,17
"2","0R",1950,40
"2","0S",1950,41
"2","0T",1950,43
"2","0U",1950,40
"2","0V",1950,37
"2","0W",1950,16
"2","0X",1950,17
"2","0Y",1950,24
"2","0Z",1950,7
"2","BB",1950,29
"2","CC",1950,25
"2","DD",1950,35
"2","EE",1950,39
"2","FF",1950,31
"2","GG",1950,40
"2","HH",1950,40
"2","II",1950,42
"2","JJ",1950,42
"2","KK",1950,43
"2","MM",1950,15
"2","NN",1950,14
"2","QQ",1950,41
"2","RR",1950,45
"2","SS",1950,44
"2","AA",1950,19
"2","XX",1950,28
"2","YY",1950,26
"2","ZZ",1950,21
"2","TT",1950,11
"2","UU",1950,15
"2","VV",1950,14
"2","WW",1950,15
"2","PP",1950,40
"2","0N",1950,13
"2","05",1951,32
"2","06",1951,23
"2","07",1951,23
"2","08",1951,22
"2","09",1951,23
"2","10",1951,21
"2","0A",1951,22
"2","0B",1951,22
"2","0C",1951,34
"2","0D",1951,30
"2","0E",1951,37
"2","0F",1951,21
"2","0G",1951,21
"2","0H",1951,22
"2","0L",1951,44
"2","0Q",1951,41
"2","0R",1951,33
"2","0S",1951,35
"2","0T",1951,42
"2","0U",1951,34
"2","0V",1951,38
"2","0W",1951,39
"2","0X",1951,39
"2","0Y",1951,39
"2","0Z",1951,37
"2","BB",1951,28
"2","CC",1951,32
"2","DD",1951,23
"2","EE",1951,21
"2","FF",1951,25
"2","GG",1951,20
"2","HH",1951,20
"2","II",1951,18
"2","JJ",1951,18
"2","KK",1951,25
"2","MM",1951,30
"2","NN",1951,30
"2","QQ",1951,17
"2","RR",1951,30
"2","SS",1951,32
"2","AA",1951,20
"2","XX",1951,16
"2","YY",1951,8
"2","ZZ",1951,18
"2","TT",1951,34
"2","UU",1951,35
"2","VV",1951,34
"2","WW",1951,34
"2","PP",1951,20
"2","0N",1951,31
"2","05",1952,14
"2","06",1952,10
"2","07",1952,10
"2","08",1952,10
"2","09",1952,10
"2","10",1952,9
"2","0A",1952,10
"2","0B",1952,10
"2","0C",1952,14
"2","0D",1952,15
"2","0E",1952,17
"2","0F",1952,10
"2","0G",1952,10
"2","0H",1952,10
"2","0L",1952,24
"2","0Q",1952,19
"2","0R",1952,20
"2","0S",1952,18
"2","0T",1952,18
"2","0U",1952,21
"2","0V",1952,18
"2","0W",1952,17
"2","0X",1952,17
"2","0Y",1952,18
"2","0Z",1952,18
"2","BB",1952,20
"2","CC",1952,17
"2","DD",1952,22
"2","EE",1952,23
"2","FF",1952,21
"2","GG",1952,26
"2","HH",1952,25
"2","II",1952,31
"2","JJ",1952,26
"2","KK",1952,26
"2","MM",1952,14
"2","NN",1952,15
"2","QQ",1952,32
"2","RR",1952,26
"2","SS",1952,25
"2","AA",1952,10
"2","XX",1952,15
"2","YY",1952,14
"2","ZZ",1952,10
"2","TT",1952,19
"2","UU",1952,24
"2","VV",1952,22
"2","WW",1952,24
"2","PP",1952,26
"2","0N",1952,18
"2","05",1953,11
"2","06",1953,8
"2","07",1953,8
"2","08",1953,7
"2","09",1953,7
"2","10",1953,7
"2","0A",1953,7
"2","0B",1953,7
"2","0C",1953,11
"2","0D",1953,11
"2","0E",1953,13
"2","0F",1953,7
"2","0G",1953,7
"2","0H",1953,8
"2","0L",1953,15
"2","0Q",1953,13
"2","0R",1953,9
"2","0S",1953,10
"2","0T",1953,13
"2","0U",1953,10
"2","0V",1953,11
"2","0W",1953,12
"2","0X",1953,12
"2","0Y",1953,11
"2","0Z",1953,12
"2","BB",1953,11
"2","CC",1953,12
"2","DD",1953,10
"2","EE",1953,9
"2","FF",1953,10
"2","GG",1953,7
"2","HH",1953,7
"2","II",1953,9
"2","JJ",1953,9
"2","KK",1953,8
"2","MM",1953,9
"2","NN",1953,10
"2","QQ",1953,9
"2","RR",1953,9
"2","SS",1953,9
"2","AA",1953,7
"2","XX",1953,7
"2","YY",1953,6
"2","ZZ",1953,7
"2","TT",1953,12
"2","UU",1953,13
"2","VV",1953,13
"2","WW",1953,15
"2","PP",1953,7
"2","0N",1953,11
"2","05",1954,17
"2","06",1954,14
"2","07",1954,14
"2","08",1954,14
"2","09",1954,13
"2","10",1954,13
"2","0A",1954,14
"2","0B",1954,15
"2","0C",1954,20
"2","0D",1954,22
"2","0E",1954,25
"2","0F",1954,14
"2","0G",1954,18
"2","0H",1954,14
"2","0L",1954,46
"2","0Q",1954,26
"2","0R",1954,39
"2","0S",1954,40
"2","0T",1954,47
"2","0U",1954,39
"2","0V",1954,40
"2","0W",1954,24
"2","0X",1954,25
"2","0Y",1954,32
"2","0Z",1954,11
"2","BB",1954,30
"2","CC",1954,27
"2","DD",1954,31
"2","EE",1954,34
"2","FF",1954,30
"2","GG",1954,25
"2","HH",1954,27
"2","II",1954,29
"2","JJ",1954,33
"2","KK",1954,33
"2","MM",1954,22
"2","NN",1954,19
"2","QQ",1954,29
"2","RR",1954,38
"2","SS",1954,39
"2","AA",1954,18
"2","XX",1954,24
"2","YY",1954,22
"2","ZZ",1954,20
"2","TT",1954,17
"2","UU",1954,25
"2","VV",1954,22
"2","WW",1954,25
"2","PP",1954,25
"2","0N",1954,19
"2","05",1955,17
"2","06",1955,13
"2","07",1955,13
"2","08",1955,13
"2","09",1955,13
"2","10",1955,12
"2","0A",1955,13
"2","0B",1955,14
"2","0C",1955,19
"2","0D",1955,21
"2","0E",1955,22
"2","0F",1955,13
"2","0G",1955,14
"2","0H",1955,13
"2","0L",1955,22
"2","0Q",1955,18
"2","0R",1955,24
"2","0S",1955,24
"2","0T",1955,26
"2","0U",1955,24
"2","0V",1955,23
"2","0W",1955,17
"2","0X",1955,17
"2","0Y",1955,18
"2","0Z",1955,14
"2","BB",1955,22
"2","CC",1955,20
"2","DD",1955,22
"2","EE",1955,24
"2","FF",1955,21
"2","GG",1955,23
"2","HH",1955,23
"2","II",1955,25
"2","JJ",1955,25
"2","KK",1955,25
"2","MM",1955,12
"2","NN",1955,14
"2","QQ",1955,25
"2","RR",1955,26
"2","SS",1955,26
"2","AA",1955,14
"2","XX",1955,17
"2","YY",1955,15
"2","ZZ",1955,15
"2","TT",1955,15
"2","UU",1955,18
"2","VV",1955,17
"2","WW",1955,19
"2","PP",1955,23
"2","0N",1955,14
"2","05",1956,37
"2","06",1956,29
"2","07",1956,29
"2","08",1956,29
"2","09",1956,29
"2","10",1956,27
"2","0A",1956,29
"2","0B",1956,30
"2","0C",1956,37
"2","0D",1956,37
"2","0E",1956,42
"2","0F",1956,28
"2","0G",1956,32
"2","0H",1956,29
"2","0L",1956,36
"2","0Q",1956,34
"2","0R",1956,27
"2","0S",1956,29
"2","0T",1956,32
"2","0U",1956,28
"2","0V",1956,29
"2","0W",1956,32
"2","0X",1956,31
"2","0Y",1956,29
"2","0Z",1956,28
"2","BB",1956,32
"2","CC",1956,33
"2","DD",1956,31
"2","EE",1956,32
"2","FF",1956,30
"2","GG",1956,23
"2","HH",1956,24
"2","II",1956,27
"2","JJ",1956,30
"2","KK",1956,26
"2","MM",1956,22
"2","NN",1956,24
"2","QQ",1956,27
"2","RR",1956,28
"2","SS",1956,29
"2","AA",1956,32
"2","XX",1956,34
"2","YY",1956,25
"2","ZZ",1956,33
"2","TT",1956,25
"2","UU",1956,24
"2","VV",1956,24
"2","WW",1956,23
"2","PP",1956,23
"2","0N",1956,24
"2","05",1957,16
"2","06",1957,12
"2","07",1957,12
"2","08",1957,12
"2","09",1957,12
"2","10",1957,11
"2","0A",1957,12
"2","0B",1957,11
"2","0C",1957,19
"2","0D",1957,17
"2","0E",1957,21
"2","0F",1957,12
"2","0G",1957,11
"2","0H",1957,12
"2","0L",1957,45
"2","0Q",1957,34
"2","0R",1957,28
"2","0S",1957,29
"2","0T",1957,38
"2","0U",1957,29
"2","0V",1957,33
"2","0W",1957,31
"2","0X",1957,31
"2","0Y",1957,32
"2","0Z",1957,19
"2","BB",1957,20
"2","CC",1957,21
"2","DD",1957,19
"2","EE",1957,19
"2","FF",1957,19
"2","GG",1957,22
"2","HH",1957,22
"2","II",1957,21
"2","JJ",1957,19
"2","KK",1957,25
"2","MM",1957,26
"2","NN",1957,27
"2","QQ",1957,21
"2","RR",1957,28
"2","SS",1957,29
"2","AA",1957,11
"2","XX",1957,12
"2","YY",1957,10
"2","ZZ",1957,11
"2","TT",1957,22
"2","UU",1957,25
"2","VV",1957,24
"2","WW",1957,24
"2","PP",1957,22
"2","0N",1957,25
"2","05",1958,29
"2","06",1958,24
"2","07",1958,24
"2","08",1958,24
"2","09",1958,24
"2","10",1958,22
"2","0A",1958,24
"2","0B",1958,24
"2","0C",1958,28
"2","0D",1958,28
"2","0E",1958,32
"2","0F",1958,23
"2","0G",1958,26
"2","0H",1958,24
"2","0L",1958,35
"2","0Q",1958,32
"2","0R",1958,33
"2","0S",1958,35
"2","0T",1958,38
"2","0U",1958,33
"2","0V",1958,34
"2","0W",1958,29
"2","0X",1958,29
"2","0Y",1958,28
"2","0Z",1958,25
"2","BB",1958,26
"2","CC",1958,26
"2","DD",1958,26
"2","EE",1958,27
"2","FF",1958,25
"2","GG",1958,30
"2","HH",1958,30
"2","II",1958,29
"2","JJ",1958,29
"2","KK",1958,32
"2","MM",1958,23
"2","NN",1958,25
"2","QQ",1958,29
"2","RR",1958,33
"2","SS",1958,34
"2","AA",1958,26
"2","XX",1958,28
"2","YY",1958,21
"2","ZZ",1958,27
"2","TT",1958,25
"2","UU",1958,25
"2","VV",1958,25
"2","WW",1958,25
"2","PP",1958,30
"2","0N",1958,25
"2","05",1959,14
"2","06",1959,11
"2","07",1959,11
"2","08",1959,11
"2","09",1959,11
"2","10",1959,10
"2","0A",1959,11
"2","0B",1959,12
"2","0C",1959,12
"2","0D",1959,13
"2","0E",1959,14
"2","0F",1959,11
"2","0G",1959,12
"2","0H",1959,11
"2","0L",1959,19
"2","0Q",1959,14
"2","0R",1959,12
"2","0S",1959,13
"2","0T",1959,15
"2","0U",1959,12
"2","0V",1959,13
"2","0W",1959,13
"2","0X",1959,13
"2","0Y",1959,13
"2","0Z",1959,11
"2","BB",1959,12
"2","CC",1959,12
"2","DD",1959,12
"2","EE",1959,11
"2","FF",1959,11
"2","GG",1959,8
"2","HH",1959,8
"2","II",1959,8
"2","JJ",1959,9
"2","KK",1959,10
"2","MM",1959,11
"2","NN",1959,11
"2","QQ",1959,8
"2","RR",1959,12
"2","SS",1959,12
"2","AA",1959,12
"2","XX",1959,12
"2","YY",1959,8
"2","ZZ",1959,13
"2","TT",1959,12
"2","UU",1959,15
"2","VV",1959,14
"2","WW",1959,16
"2","PP",1959,8
"2","0N",1959,12
"2","05",1960,26
"2","06",1960,21
"2","07",1960,21
"2","08",1960,21
"2","09",1960,21
"2","10",1960,20
"2","0A",1960,21
"2","0B",1960,21
"2","0C",1960,25
"2","0D",1960,24
"2","0E",1960,28
"2","0F",1960,20
"2","0G",1960,22
"2","0H",1960,21
"2","0L",1960,30
"2","0Q",1960,31
"2","0R",1960,25
"2","0S",1960,24
"2","0T",1960,26
"2","0U",1960,27
"2","0V",1960,26
"2","0W",1960,28
"2","0X",1960,27
"2","0Y",1960,24
"2","0Z",1960,33
"2","BB",1960,23
"2","CC",1960,22
"2","DD",1960,23
"2","EE",1960,23
"2","FF",1960,23
"2","GG",1960,25
"2","HH",1960,25
"2","II",1960,27
"2","JJ",1960,24
"2","KK",1960,26
"2","MM",1960,22
"2","NN",1960,27
"2","QQ",1960,27
"2","RR",1960,28
"2","SS",1960,28
"2","AA",1960,22
"2","XX",1960,23
"2","YY",1960,16
"2","ZZ",1960,22
"2","TT",1960,30
"2","UU",1960,31
"2","VV",1960,31
"2","WW",1960,31
"2","PP",1960,25
"2","0N",1960,29
"2","05",1961,33
"2","06",1961,27
"2","07",1961,27
"2","08",1961,27
"2","09",1961,26
"2","10",1961,25
"2","0A",1961,26
"2","0B",1961,29
"2","0C",1961,35
"2","0D",1961,33
"2","0E",1961,39
"2","0F",1961,25
"2","0G",1961,29
"2","0H",1961,26
"2","0L",1961,46
"2","0Q",1961,37
"2","0R",1961,36
"2","0S",1961,39
"2","0T",1961,46
"2","0U",1961,37
"2","0V",1961,42
"2","0W",1961,34
"2","0X",1961,35
"2","0Y",1961,36
"2","0Z",1961,32
"2","BB",1961,31
"2","CC",1961,32
"2","DD",1961,30
"2","EE",1961,29
"2","FF",1961,30
"2","GG",1961,21
"2","HH",1961,22
"2","II",1961,22
"2","JJ",1961,26
"2","KK",1961,28
"2","MM",1961,26
"2","NN",1961,27
"2","QQ",1961,22
"2","RR",1961,33
"2","SS",1961,35
"2","AA",1961,29
"2","XX",1961,28
"2","YY",1961,19
"2","ZZ",1961,29
"2","TT",1961,33
"2","UU",1961,35
"2","VV",1961,34
"2","WW",1961,35
"2","PP",1961,21
"2","0N",1961,31
"2","05",1962,32
"2","06",1962,25
"2","07",1962,24
"2","08",1962,24
"2","09",1962,24
"2","10",1962,22
"2","0A",1962,23
"2","0B",1962,23
"2","0C",1962,33
"2","0D",1962,27
"2","0E",1962,34
"2","0F",1962,23
"2","0G",1962,22
"2","0H",1962,24
"2","0L",1962,32
"2","0Q",1962,38
"2","0R",1962,10
"2","0S",1962,10
"2","0T",1962,15
"2","0U",1962,12
"2","0V",1962,16
"2","0W",1962,35
"2","0X",1962,34
"2","0Y",1962,27
"2","0Z",1962,36
"2","BB",1962,21
"2","CC",1962,24
"2","DD",1962,15
"2","EE",1962,12
"2","FF",1962,18
"2","GG",1962,14
"2","HH",1962,13
"2","II",1962,14
"2","JJ",1962,11
"2","KK",1962,12
"2","MM",1962,24
"2","NN",1962,29
"2","QQ",1962,15
"2","RR",1962,11
"2","SS",1962,12
"2","AA",1962,21
"2","XX",1962,17
"2","YY",1962,10
"2","ZZ",1962,19
"2","TT",1962,30
"2","UU",1962,25
"2","VV",1962,27
"2","WW",1962,25
"2","PP",1962,14
"2","0N",1962,31
"2","05",1963,31
"2","06",1963,26
"2","07",1963,26
"2","08",1963,26
"2","09",1963,25
"2","10",1963,23
"2","0A",1963,25
"2","0B",1963,26
"2","0C",1963,32
"2","0D",1963,29
"2","0E",1963,36
"2","0F",1963,24
"2","0G",1963,25
"2","0H",1963,25
"2","0L",1963,45
"2","0Q",1963,39
"2","0R",1963,44
"2","0S",1963,46
"2","0T",1963,52
"2","0U",1963,46
"2","0V",1963,47
"2","0W",1963,37
"2","0X",1963,37
"2","0Y",1963,36
"2","0Z",1963,28
"2","BB",1963,30
"2","CC",1963,31
"2","DD",1963,29
"2","EE",1963,30
"2","FF",1963,29
"2","GG",1963,32
"2","HH",1963,33
"2","II",1963,31
"2","JJ",1963,30
"2","KK",1963,39
"2","MM",1963,27
"2","NN",1963,27
"2","QQ",1963,31
"2","RR",1963,42
"2","SS",1963,44
"2","AA",1963,24
"2","XX",1963,23
"2","YY",1963,15
"2","ZZ",1963,24
"2","TT",1963,24
"2","UU",1963,22
"2","VV",1963,23
"2","WW",1963,20
"2","PP",1963,32
"2","0N",1963,25
"2","05",1964,18
"2","06",1964,14
"2","07",1964,14
"2","08",1964,14
"2","09",1964,14
"2","10",1964,13
"2","0A",1964,14
"2","0B",1964,15
"2","0C",1964,17
"2","0D",1964,18
"2","0E",1964,20
"2","0F",1964,14
"2","0G",1964,15
"2","0H",1964,14
"2","0L",1964,25
"2","0Q",1964,18
"2","0R",1964,20
"2","0S",1964,19
"2","0T",1964,21
"2","0U",1964,21
"2","0V",1964,20
"2","0W",1964,17
"2","0X",1964,17
"2","0Y",1964,18
"2","0Z",1964,12
"2","BB",1964,20
"2","CC",1964,18
"2","DD",1964,20
"2","EE",1964,21
"2","FF",1964,19
"2","GG",1964,22
"2","HH",1964,22
"2","II",1964,26
"2","JJ",1964,24
"2","KK",1964,22
"2","MM",1964,13
"2","NN",1964,13
"2","QQ",1964,27
"2","RR",1964,22
"2","SS",1964,22
"2","AA",1964,16
"2","XX",1964,18
"2","YY",1964,16
"2","ZZ",1964,16
"2","TT",1964,10
"2","UU",1964,8
"2","VV",1964,9
"2","WW",1964,7
"2","PP",1964,22
"2","0N",1964,11
"2","05",1965,41
"2","06",1965,33
"2","07",1965,33
"2","08",1965,33
"2","09",1965,33
"2","10",1965,30
"2","0A",1965,32
"2","0B",1965,33
"2","0C",1965,40
"2","0D",1965,37
"2","0E",1965,44
"2","0F",1965,31
"2","0G",1965,34
"2","0H",1965,33
"2","0L",1965,58
"2","0Q",1965,48
"2","0R",1965,33
"2","0S",1965,32
"2","0T",1965,42
"2","0U",1965,35
"2","0V",1965,41
"2","0W",1965,44
"2","0X",1965,44
"2","0Y",1965,42
"2","0Z",1965,35
"2","BB",1965,35
"2","CC",1965,35
"2","DD",1965,33
"2","EE",1965,34
"2","FF",1965,33
"2","GG",1965,27
"2","HH",1965,28
"2","II",1965,29
"2","JJ",1965,30
"2","KK",1965,31
"2","MM",1965,33
"2","NN",1965,35
"2","QQ",1965,29
"2","RR",1965,34
"2","SS",1965,35
"2","AA",1965,34
"2","XX",1965,34
"2","YY",1965,22
"2","ZZ",1965,34
"2","TT",1965,34
"2","UU",1965,34
"2","VV",1965,34
"2","WW",1965,33
"2","PP",1965,27
"2","0N",1965,36
"2","05",1966,13
"2","06",1966,9
"2","07",1966,9
"2","08",1966,9
"2","09",1966,9
"2","10",1966,9
"2","0A",1966,9
"2","0B",1966,9
"2","0C",1966,15
"2","0D",1966,13
"2","0E",1966,17
"2","0F",1966,9
"2","0G",1966,8
"2","0H",1966,9
"2","0L",1966,26
"2","0Q",1966,22
"2","0R",1966,22
"2","0S",1966,23
"2","0T",1966,26
"2","0U",1966,22
"2","0V",1966,23
"2","0W",1966,21
"2","0X",1966,21
"2","0Y",1966,20
"2","0Z",1966,21
"2","BB",1966,16
"2","CC",1966,17
"2","DD",1966,14
"2","EE",1966,13
"2","FF",1966,15
"2","GG",1966,13
"2","HH",1966,13
"2","II",1966,12
"2","JJ",1966,12
"2","KK",1966,17
"2","MM",1966,16
"2","NN",1966,17
"2","QQ",1966,11
"2","RR",1966,20
"2","SS",1966,21
"2","AA",1966,8
"2","XX",1966,7
"2","YY",1966,5
"2","ZZ",1966,7
"2","TT",1966,19
"2","UU",1966,19
"2","VV",1966,19
"2","WW",1966,18
"2","PP",1966,13
"2","0N",1966,18
"2","05",1967,26
"2","06",1967,21
"2","07",1967,21
"2","08",1967,21
"2","09",1967,21
"2","10",1967,19
"2","0A",1967,21
"2","0B",1967,22
"2","0C",1967,25
"2","0D",1967,26
"2","0E",1967,28
"2","0F",1967,20
"2","0G",1967,23
"2","0H",1967,21
"2","0L",1967,36
"2","0Q",1967,29
"2","0R",1967,20
"2","0S",1967,21
"2","0T",1967,26
"2","0U",1967,21
"2","0V",1967,25
"2","0W",1967,27
"2","0X",1967,26
"2","0Y",1967,26
"2","0Z",1967,23
"2","BB",1967,22
"2","CC",1967,22
"2","DD",1967,20
"2","EE",1967,20
"2","FF",1967,21
"2","GG",1967,22
"2","HH",1967,22
"2","II",1967,22
"2","JJ",1967,20
"2","KK",1967,22
"2","MM",1967,20
"2","NN",1967,23
"2","QQ",1967,22
"2","RR",1967,22
"2","SS",1967,21
"2","AA",1967,22
"2","XX",1967,22
"2","YY",1967,15
"2","ZZ",1967,23
"2","TT",1967,22
"2","UU",1967,20
"2","VV",1967,21
"2","WW",1967,20
"2","PP",1967,23
"2","0N",1967,23
"2","05",1968,10
"2","06",1968,7
"2","07",1968,7
"2","08",1968,7
"2","09",1968,7
"2","10",1968,7
"2","0A",1968,7
"2","0B",1968,8
"2","0C",1968,11
"2","0D",1968,12
"2","0E",1968,13
"2","0F",1968,7
"2","0G",1968,8
"2","0H",1968,7
"2","0L",1968,20
"2","0Q",1968,14
"2","0R",1968,17
"2","0S",1968,18
"2","0T",1968,22
"2","0U",1968,17
"2","0V",1968,19
"2","0W",1968,13
"2","0X",1968,13
"2","0Y",1968,16
"2","0Z",1968,8
"2","BB",1968,14
"2","CC",1968,14
"2","DD",1968,13
"2","EE",1968,12
"2","FF",1968,13
"2","GG",1968,11
"2","HH",1968,11
"2","II",1968,12
"2","JJ",1968,11
"2","KK",1968,14
"2","MM",1968,11
"2","NN",1968,10
"2","QQ",1968,11
"2","RR",1968,16
"2","SS",1968,16
"2","AA",1968,8
"2","XX",1968,8
"2","YY",1968,6
"2","ZZ",1968,8
"2","TT",1968,7
"2","UU",1968,6
"2","VV",1968,6
"2","WW",1968,5
"2","PP",1968,11
"2","0N",1968,9
"2","05",1969,22
"2","06",1969,18
"2","07",1969,18
"2","08",1969,18
"2","09",1969,18
"2","10",1969,17
"2","0A",1969,18
"2","0B",1969,19
"2","0C",1969,20
"2","0D",1969,20
"2","0E",1969,22
"2","0F",1969,17
"2","0G",1969,19
"2","0H",1969,18
"2","0L",1969,24
"2","0Q",1969,23
"2","0R",1969,13
"2","0S",1969,13
"2","0T",1969,16
"2","0U",1969,15
"2","0V",1969,17
"2","0W",1969,21
"2","0X",1969,21
"2","0Y",1969,19
"2","0Z",1969,20
"2","BB",1969,18
"2","CC",1969,18
"2","DD",1969,15
"2","EE",1969,14
"2","FF",1969,16
"2","GG",1969,13
"2","HH",1969,12
"2","II",1969,14
"2","JJ",1969,13
"2","KK",1969,13
"2","MM",1969,15
"2","NN",1969,17
"2","QQ",1969,14
"2","RR",1969,15
"2","SS",1969,15
"2","AA",1969,19
"2","XX",1969,18
"2","YY",1969,12
"2","ZZ",1969,19
"2","TT",1969,18
"2","UU",1969,17
"2","VV",1969,17
"2","WW",1969,16
"2","PP",1969,13
"2","0N",1969,17
"2","05",1970,16
"2","06",1970,13
"2","07",1970,13
"2","08",1970,13
"2","09",1970,13
"2","10",1970,12
"2","0A",1970,13
"2","0B",1970,13
"2","0C",1970,15
"2","0D",1970,16
"2","0E",1970,17
"2","0F",1970,13
"2","0G",1970,13
"2","0H",1970,13
"2","0L",1970,15
"2","0Q",1970,16
"2","0R",1970,11
"2","0S",1970,11
"2","0T",1970,13
"2","0U",1970,12
"2","0V",1970,12
"2","0W",1970,15
"2","0X",1970,15
"2","0Y",1970,14
"2","0Z",1970,14
"2","BB",1970,14
"2","CC",1970,14
"2","DD",1970,13
"2","EE",1970,13
"2","FF",1970,13
"2","GG",1970,14
"2","HH",1970,14
"2","II",1970,17
"2","JJ",1970,15
"2","KK",1970,13
"2","MM",1970,11
"2","NN",1970,12
"2","QQ",1970,17
"2","RR",1970,14
"2","SS",1970,13
"2","AA",1970,13
"2","XX",1970,14
"2","YY",1970,11
"2","ZZ",1970,13
"2","TT",1970,13
"2","UU",1970,14
"2","VV",1970,14
"2","WW",1970,14
"2","PP",1970,14
"2","0N",1970,13
"2","05",1971,10
"2","06",1971,7
"2","07",1971,7
"2","08",1971,7
"2","09",1971,7
"2","10",1971,7
"2","0A",1971,7
"2","0B",1971,8
"2","0C",1971,8
"2","0D",1971,11
"2","0E",1971,11
"2","0F",1971,7
"2","0G",1971,9
"2","0H",1971,8
"2","0L",1971,12
"2","0Q",1971,9
"2","0R",1971,13
"2","0S",1971,12
"2","0T",1971,11
"2","0U",1971,13
"2","0V",1971,11
"2","0W",1971,8
"2","0X",1971,8
"2","0Y",1971,8
"2","0Z",1971,7
"2","BB",1971,12
"2","CC",1971,10
"2","DD",1971,14
"2","EE",1971,16
"2","FF",1971,13
"2","GG",1971,19
"2","HH",1971,18
"2","II",1971,22
"2","JJ",1971,19
"2","KK",1971,17
"2","MM",1971,7
"2","NN",1971,8
"2","QQ",1971,22
"2","RR",1971,17
"2","SS",1971,16
"2","AA",1971,9
"2","XX",1971,14
"2","YY",1971,14
"2","ZZ",1971,10
"2","TT",1971,11
"2","UU",1971,16
"2","VV",1971,14
"2","WW",1971,17
"2","PP",1971,19
"2","0N",1971,10
"2","05",1972,39
"2","06",1972,31
"2","07",1972,30
"2","08",1972,30
"2","09",1972,30
"2","10",1972,28
"2","0A",1972,30
"2","0B",1972,30
"2","0C",1972,41
"2","0D",1972,38
"2","0E",1972,47
"2","0F",1972,29
"2","0G",1972,32
"2","0H",1972,31
"2","0L",1972,67
"2","0Q",1972,53
"2","0R",1972,49
"2","0S",1972,50
"2","0T",1972,60
"2","0U",1972,51
"2","0V",1972,55
"2","0W",1972,48
"2","0X",1972,49
"2","0Y",1972,49
"2","0Z",1972,38
"2","BB",1972,42
"2","CC",1972,42
"2","DD",1972,41
"2","EE",1972,42
"2","FF",1972,40
"2","GG",1972,31
"2","HH",1972,33
"2","II",1972,32
"2","JJ",1972,37
"2","KK",1972,41
"2","MM",1972,39
"2","NN",1972,38
"2","QQ",1972,31
"2","RR",1972,47
"2","SS",1972,50
"2","AA",1972,31
"2","XX",1972,34
"2","YY",1972,25
"2","ZZ",1972,33
"2","TT",1972,41
"2","UU",1972,46
"2","VV",1972,44
"2","WW",1972,45
"2","PP",1972,31
"2","0N",1972,42
"2","05",1973,17
"2","06",1973,14
"2","07",1973,14
"2","08",1973,14
"2","09",1973,14
"2","10",1973,13
"2","0A",1973,14
"2","0B",1973,15
"2","0C",1973,19
"2","0D",1973,19
"2","0E",1973,22
"2","0F",1973,13
"2","0G",1973,15
"2","0H",1973,14
"2","0L",1973,24
"2","0Q",1973,18
"2","0R",1973,31
"2","0S",1973,33
"2","0T",1973,37
"2","0U",1973,32
"2","0V",1973,32
"2","0W",1973,17
"2","0X",1973,18
"2","0Y",1973,21
"2","0Z",1973,15
"2","BB",1973,20
"2","CC",1973,20
"2","DD",1973,20
"2","EE",1973,20
"2","FF",1973,20
"2","GG",1973,18
"2","HH",1973,19
"2","II",1973,16
"2","JJ",1973,18
"2","KK",1973,25
"2","MM",1973,13
"2","NN",1973,13
"2","QQ",1973,15
"2","RR",1973,29
"2","SS",1973,30
"2","AA",1973,15
"2","XX",1973,15
"2","YY",1973,10
"2","ZZ",1973,15
"2","TT",1973,15
"2","UU",1973,16
"2","VV",1973,16
"2","WW",1973,17
"2","PP",1973,18
"2","0N",1973,13
"2","05",1974,32
"2","06",1974,25
"2","07",1974,24
"2","08",1974,23
"2","09",1974,24
"2","10",1974,22
"2","0A",1974,23
"2","0B",1974,22
"2","0C",1974,31
"2","0D",1974,28
"2","0E",1974,34
"2","0F",1974,23
"2","0G",1974,22
"2","0H",1974,24
"2","0L",1974,35
"2","0Q",1974,33
"2","0R",1974,19
"2","0S",1974,18
"2","0T",1974,23
"2","0U",1974,21
"2","0V",1974,23
"2","0W",1974,31
"2","0X",1974,31
"2","0Y",1974,28
"2","0Z",1974,25
"2","BB",1974,24
"2","CC",1974,26
"2","DD",1974,21
"2","EE",1974,21
"2","FF",1974,22
"2","GG",1974,19
"2","HH",1974,19
"2","II",1974,23
"2","JJ",1974,21
